0,18:31:42
0,18:31:47
0,18:31:53
0,18:31:57
0,18:32:04
0,18:32:08
0,18:32:14
0,18:32:20
0,18:32:25
0,18:32:31
0,18:32:36
0,18:32:41
1,18:32:48
1,18:32:53
1,18:33:00
1,18:33:11
1,18:33:18
1,18:33:23
1,18:33:29
1,18:33:33
1,18:33:40
1,18:33:47
1,18:33:54
2,18:34:01
2,18:34:04
2,18:34:06
2,18:34:09
2,18:34:13
2,18:34:15
2,18:34:16
2,18:34:18
3,18:34:24
3,18:34:28
3,18:34:32
3,18:34:34
2,18:34:39
2,18:34:41
2,18:34:43
2,18:34:46
2,18:34:51
3,18:34:58
3,18:35:01
3,18:35:04
3,18:35:06
3,18:35:08
3,18:35:10
1,18:35:14
0,18:35:18
1,18:35:21
0,18:35:24
1,18:35:27
